"complications.hospitals","MORT_30_STK","MORT_30_STK_Standard.Error","COMP_HIP_KNEE","COMP_HIP_KNEE_Standard.Error","MORT_30_CABG","MORT_30_CABG_Standard.Error","PSI_10_POST_KIDNEY","PSI_10_POST_KIDNEY_Standard.Error","PSI_12_POSTOP_PULMEMB_DVT","PSI_12_POSTOP_PULMEMB_DVT_Standard.Error","PSI_14_POSTOP_DEHIS","PSI_14_POSTOP_DEHIS_Standard.Error","PSI_4_SURG_COMP","PSI_4_SURG_COMP_Standard.Error","PSI_6_IAT_PTX","PSI_6_IAT_PTX_Standard.Error","PSI_90_SAFETY","PSI_90_SAFETY_Standard.Error"
450280,"14.2",1.78571428571429,NA,NA,"3.0",1.47959183673469,"1.03",0.464285714285714,"3.27",1.47448979591837,"2.14",1.14795918367347,"142.45",23.2857142857143,"0.42",0.137755102040816,"0.78",0.168367346938776
450289,"14.8",2.70408163265306,NA,NA,NA,NA,"1.09",0.479591836734694,"8.73",1.55612244897959,"2.14",1.1530612244898,"141.44",21.1275510204082,"0.47",0.147959183673469,"1.25",0.178571428571429
450292,"15.2",2.5,"2.4",0.918367346938776,NA,NA,"1.12",0.489795918367347,"4.05",1.78061224489796,NA,NA,NA,NA,"0.39",0.153061224489796,"0.96",0.204081632653061
450293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.00",0.209183673469388
450299,"14.8",2.3469387755102,"2.7",0.86734693877551,"4.7",2.60204081632653,"1.27",0.474489795918367,"4.34",1.5765306122449,"2.19",1.16326530612245,NA,NA,"0.36",0.153061224489796,"0.93",0.178571428571429
450306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.00",0.209183673469388
450324,"15.1",1.68367346938775,"4.1",0.969387755102041,"3.6",1.27551020408163,"1.01",0.464285714285714,"8.69",1.20918367346939,"1.96",1.10204081632653,"120.65",20.3316326530612,"0.41",0.127551020408163,"1.14",0.137755102040816
450330,"14.1",1.93877551020408,NA,NA,NA,NA,"1.09",0.48469387755102,"4.24",1.6734693877551,"2.21",1.16326530612245,"128.87",23.4948979591837,"0.47",0.147959183673469,"1.02",0.188775510204082
450340,"13.6",2.19387755102041,"2.5",0.714285714285714,"4.3",1.73469387755102,"1.08",0.479591836734694,"3.39",1.63265306122449,"2.20",1.16326530612245,NA,NA,"0.36",0.147959183673469,"0.87",0.178571428571429
450346,"17.0",1.78571428571429,"2.3",0.714285714285715,"4.7",1.78571428571429,"1.14",0.454081632653061,"2.31",1.34183673469388,"2.05",1.12755102040816,"143.12",22.1224489795918,"0.35",0.137755102040816,"1.05",0.142857142857143
450347,"18.5",2.6530612244898,"2.0",0.714285714285714,NA,NA,"1.10",0.48469387755102,"3.55",1.66326530612245,"2.19",1.16326530612245,NA,NA,"0.37",0.153061224489796,"0.92",0.183673469387755
450348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.00",0.209183673469388
450351,"15.5",2.39795918367347,"3.1",0.969387755102041,NA,NA,"1.12",0.48469387755102,"4.37",1.69897959183673,NA,NA,NA,NA,"0.38",0.158163265306122,"0.95",0.193877551020408
450352,"12.6",2.04081632653061,"3.1",0.969387755102041,NA,NA,"1.11",0.489795918367347,"4.96",1.58673469387755,"2.19",1.16836734693878,NA,NA,"0.47",0.147959183673469,"1.03",0.188775510204082
450358,"10.5",1.12244897959184,"2.7",0.408163265306122,"1.9",0.561224489795918,"0.78",0.346938775510204,"5.51",0.709183673469388,"1.60",0.994897959183673,"127.73",13.719387755102,"0.48",0.107142857142857,"0.92",0.0816326530612245
450369,NA,NA,"2.4",0.918367346938776,NA,NA,NA,NA,"4.13",1.79081632653061,NA,NA,NA,NA,"0.40",0.153061224489796,"0.98",0.209183673469388
450370,NA,NA,NA,NA,NA,NA,NA,NA,"5.56",1.78571428571429,NA,NA,NA,NA,"0.39",0.153061224489796,"1.04",0.204081632653061
450372,"13.7",2.04081632653061,"3.3",1.02040816326531,NA,NA,"1.10",0.48469387755102,"4.44",1.59183673469388,"2.18",1.15816326530612,NA,NA,"0.42",0.153061224489796,"0.91",0.173469387755102
450379,NA,NA,"3.7",1.1734693877551,NA,NA,"1.06",0.479591836734694,"3.78",1.5765306122449,NA,NA,NA,NA,"0.42",0.153061224489796,"0.78",0.158163265306122
450388,"14.1",0.969387755102041,"3.3",0.663265306122449,"3.9",0.714285714285714,"1.08",0.301020408163265,"3.38",0.688775510204082,"1.62",1,"145.26",13.5408163265306,"0.25",0.0918367346938776,"0.89",0.0612244897959184
450389,"12.8",1.73469387755102,"3.5",1.1734693877551,NA,NA,"1.11",0.48469387755102,"5.46",1.65816326530612,"2.76",1.15816326530612,NA,NA,"0.42",0.147959183673469,"0.95",0.188775510204082
450395,NA,NA,"3.1",1.12244897959184,NA,NA,"1.12",0.48469387755102,"3.84",1.72959183673469,"2.21",1.16836734693878,NA,NA,"0.39",0.153061224489796,"1.00",0.198979591836735
450399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.00",0.209183673469388
450400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"0.98",0.204081632653061
450403,"16.6",2.14285714285714,"3.3",0.816326530612245,"3.9",2.09183673469388,"1.05",0.474489795918367,"3.52",1.52551020408163,"2.19",1.15816326530612,"136.61",22.280612244898,"0.38",0.142857142857143,"0.98",0.178571428571429
450411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.45",0.158163265306122,"0.98",0.209183673469388
450419,NA,NA,NA,NA,NA,NA,NA,NA,"4.19",1.81122448979592,NA,NA,NA,NA,"0.39",0.153061224489796,"0.98",0.204081632653061
450422,NA,NA,"2.3",0.663265306122449,NA,NA,"1.11",0.48469387755102,"3.61",1.67857142857143,NA,NA,NA,NA,"0.39",0.158163265306122,"0.88",0.188775510204082
450424,"13.2",1.73469387755102,"3.5",0.918367346938775,"2.4",1.53061224489796,"1.09",0.48469387755102,"6.25",1.41326530612245,"2.75",1.1530612244898,"148.17",22.6581632653061,"0.36",0.142857142857143,"1.04",0.183673469387755
450431,"13.6",1.12244897959184,"2.6",0.459183673469388,"2.1",0.76530612244898,"0.91",0.377551020408163,"1.84",0.969387755102041,"2.55",1.11224489795918,"138.58",17.6734693877551,"0.23",0.122448979591837,"0.86",0.107142857142857
450447,"16.6",2.55102040816327,"2.7",0.918367346938775,NA,NA,"1.11",0.48469387755102,"4.61",1.75,NA,NA,NA,NA,"0.37",0.153061224489796,"0.94",0.193877551020408
450451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"0.99",0.209183673469388
450460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"1.00",0.204081632653061
450462,"12.5",1.27551020408163,"2.4",0.510204081632653,"4.5",1.68367346938776,"1.07",0.438775510204082,"2.69",1,"2.89",1.0765306122449,"139.68",19.2959183673469,"0.42",0.127551020408163,"0.93",0.112244897959184
450465,"14.6",2.04081632653061,"3.1",1.12244897959184,NA,NA,"1.09",0.48469387755102,"3.89",1.74489795918367,NA,NA,NA,NA,"0.38",0.153061224489796,"0.89",0.188775510204082
450469,"15.4",2.04081632653061,"3.0",0.969387755102041,"3.4",1.83673469387755,"1.04",0.474489795918367,"3.95",1.5,"2.14",1.14795918367347,NA,NA,"0.40",0.142857142857143,"1.43",0.163265306122449
450475,NA,NA,"3.3",1.27551020408163,NA,NA,"1.12",0.489795918367347,"4.20",1.81632653061224,NA,NA,NA,NA,"0.39",0.158163265306122,"1.01",0.209183673469388
450484,"15.4",2.24489795918367,"3.0",0.76530612244898,"2.8",1.53061224489796,"1.42",0.469387755102041,"4.89",1.57142857142857,"2.18",1.15816326530612,"139.06",21.2295918367347,"0.36",0.147959183673469,"0.99",0.168367346938776
450488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.00",0.209183673469388
450489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"0.99",0.204081632653061
450498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.11",0.209183673469388
450508,"14.4",2.14285714285714,"2.8",1.02040816326531,NA,NA,"1.08",0.48469387755102,"4.04",1.63265306122449,"2.17",1.15816326530612,NA,NA,"0.42",0.147959183673469,"0.99",0.178571428571429
450518,"12.0",2.04081632653061,"2.5",0.86734693877551,"2.9",1.63265306122449,"1.05",0.474489795918367,"3.92",1.61224489795918,"2.21",1.16836734693878,NA,NA,"0.34",0.142857142857143,"0.83",0.168367346938776
450537,"14.7",2.29591836734694,"2.3",0.816326530612245,"2.9",1.47959183673469,"1.08",0.48469387755102,"3.01",1.53571428571429,"2.20",1.16326530612245,NA,NA,"0.34",0.147959183673469,"1.22",0.178571428571429
450539,NA,NA,"2.4",0.816326530612245,NA,NA,"1.11",0.48469387755102,"3.67",1.69387755102041,"2.22",1.1734693877551,NA,NA,"0.39",0.153061224489796,"0.86",0.188775510204082
450558,"14.0",2.29591836734694,"3.0",0.816326530612245,"2.7",1.53061224489796,"1.02",0.464285714285714,"3.77",1.46938775510204,"2.18",1.16326530612245,"144.67",22.4591836734694,"0.39",0.147959183673469,"1.02",0.168367346938776
450563,"13.2",1.93877551020408,"2.7",0.816326530612245,"2.5",1.27551020408163,"1.46",0.469387755102041,"5.44",1.36734693877551,"2.07",1.13265306122449,"125.14",21.8367346938775,"0.65",0.137755102040816,"1.39",0.158163265306122
450565,NA,NA,NA,NA,NA,NA,"1.11",0.489795918367347,"5.47",1.77040816326531,NA,NA,NA,NA,"0.39",0.153061224489796,"0.98",0.198979591836735
450571,"14.1",1.63265306122449,"3.1",0.816326530612245,"3.1",1.63265306122449,"0.97",0.459183673469388,"3.67",1.22448979591837,"2.61",1.12755102040816,"154.27",21.8418367346939,"0.31",0.13265306122449,"0.90",0.13265306122449
450573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"0.99",0.209183673469388
450578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.00",0.209183673469388
450580,NA,NA,NA,NA,NA,NA,NA,NA,"4.22",1.81122448979592,NA,NA,NA,NA,"0.39",0.158163265306122,"0.97",0.204081632653061
450584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"0.98",0.209183673469388
450586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"0.99",0.209183673469388
450587,"16.1",2.44897959183673,"2.8",0.86734693877551,NA,NA,"1.10",0.489795918367347,"3.15",1.57142857142857,"2.18",1.15816326530612,NA,NA,"0.37",0.147959183673469,"0.80",0.173469387755102
450596,"15.6",2.60204081632653,"2.6",0.86734693877551,NA,NA,"1.10",0.489795918367347,"3.90",1.60204081632653,NA,NA,NA,NA,"0.37",0.153061224489796,"0.84",0.178571428571429
450597,"14.1",2.6530612244898,NA,NA,NA,NA,NA,NA,"4.27",1.8265306122449,NA,NA,NA,NA,"0.39",0.153061224489796,"0.99",0.209183673469388
450604,"14.6",2.95918367346939,"2.7",0.612244897959184,NA,NA,"1.06",0.474489795918367,"2.82",1.48979591836735,"2.16",1.15816326530612,NA,NA,"0.37",0.153061224489796,"0.84",0.158163265306122
450605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"0.99",0.209183673469388
450610,"12.5",1.3265306122449,"3.0",0.612244897959184,"3.1",1.68367346938776,"0.98",0.459183673469388,"3.53",1.14795918367347,"2.04",1.12244897959184,"118.83",19.8520408163265,"0.32",0.13265306122449,"0.87",0.137755102040816
450617,"12.5",1.37755102040816,"2.8",0.918367346938775,"3.7",1.37755102040816,"1.18",0.459183673469388,"2.49",1.19897959183673,"1.99",1.11224489795918,"138.04",18.3928571428571,"0.29",0.122448979591837,"1.17",0.142857142857143
450620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"0.99",0.209183673469388
450634,"13.9",2.09183673469388,"3.0",0.76530612244898,"4.3",1.73469387755102,"1.00",0.459183673469388,"3.68",1.36224489795918,"2.13",1.14795918367347,"142.13",21.7091836734694,"0.43",0.137755102040816,"0.95",0.142857142857143
450638,"14.0",1.88775510204082,"3.1",1.12244897959184,"3.8",2.29591836734694,"1.10",0.48469387755102,"5.80",1.47448979591837,"2.12",1.14285714285714,"132.49",21.25,"0.38",0.142857142857143,"1.00",0.178571428571429
450639,"13.8",2.39795918367347,"3.7",1.27551020408163,"3.0",1.83673469387755,"1.03",0.464285714285714,"5.07",1.43877551020408,"2.14",1.14795918367347,"147.09",23.4132653061224,"0.32",0.137755102040816,"0.95",0.168367346938776
450641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"1.00",0.204081632653061
450643,"12.7",1.83673469387755,NA,NA,"2.8",1.88775510204082,"1.05",0.469387755102041,"4.55",1.61734693877551,"2.18",1.16326530612245,"130.11",22.7397959183673,"0.35",0.147959183673469,"1.03",0.183673469387755
450644,"12.9",1.83673469387755,"2.6",0.918367346938776,"2.8",1.42857142857143,"1.22",0.464285714285714,"4.12",1.44387755102041,"2.75",1.15816326530612,"148.07",20.8979591836735,"0.44",0.142857142857143,"1.05",0.158163265306122
450647,"15.7",1.73469387755102,"2.4",0.612244897959184,"2.5",1.07142857142857,"1.00",0.392857142857143,"4.88",1.06122448979592,"2.49",1.10204081632653,"158.83",18.8979591836735,"0.49",0.13265306122449,"0.94",0.107142857142857
450651,"20.0",1.37755102040816,"3.0",1.12244897959184,"4.0",1.3265306122449,"0.97",0.454081632653061,"4.26",1.26020408163265,"2.02",1.11734693877551,"159.22",20.1071428571429,"0.48",0.137755102040816,"1.08",0.137755102040816
450653,NA,NA,NA,NA,NA,NA,"1.12",0.489795918367347,"4.07",1.78571428571429,NA,NA,NA,NA,"0.50",0.153061224489796,"0.98",0.204081632653061
450654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.153061224489796,"0.99",0.204081632653061
450656,"13.4",2.14285714285714,"3.2",1.1734693877551,NA,NA,NA,NA,"4.59",1.52551020408163,"2.16",1.15816326530612,NA,NA,"0.47",0.147959183673469,"1.00",0.193877551020408
450658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"1.00",0.204081632653061
450659,"13.3",2.19387755102041,"3.1",1.07142857142857,NA,NA,NA,NA,"3.60",1.6734693877551,"2.22",1.1734693877551,NA,NA,"0.36",0.153061224489796,"0.95",0.198979591836735
450661,"12.8",2.29591836734694,"2.8",1.02040816326531,"3.6",2.09183673469388,NA,NA,"4.35",1.69387755102041,"2.21",1.16836734693878,NA,NA,"0.37",0.153061224489796,"0.98",0.198979591836735
450662,"12.5",1.83673469387755,"2.3",0.76530612244898,"2.5",1.37755102040816,"1.05",0.474489795918367,"2.99",1.52551020408163,"2.16",1.1530612244898,"130.26",23.3418367346939,"0.33",0.142857142857143,"1.00",0.168367346938776
450668,"16.4",2.24489795918367,"2.9",0.76530612244898,"5.0",2.60204081632653,"1.10",0.48469387755102,"5.15",1.38775510204082,"2.18",1.16326530612245,"139.05",21.8673469387755,"0.38",0.142857142857143,"1.07",0.188775510204082
450669,"14.6",2.3469387755102,"2.6",1.02040816326531,"2.8",1.78571428571429,"1.09",0.48469387755102,"3.53",1.65816326530612,"2.82",1.16836734693878,NA,NA,"0.35",0.147959183673469,"1.07",0.188775510204082
450670,"12.5",1.78571428571429,"2.5",0.86734693877551,"2.8",1.47959183673469,"1.04",0.474489795918367,"5.39",1.48469387755102,"2.13",1.14285714285714,"135.16",21.9030612244898,"0.43",0.142857142857143,"1.24",0.163265306122449
450672,"17.7",1.63265306122449,"2.5",0.714285714285714,"4.1",1.73469387755102,"0.88",0.438775510204082,"4.28",1.32142857142857,"2.10",1.13775510204082,"146.61",20.3265306122449,"0.39",0.137755102040816,"1.21",0.142857142857143
450674,NA,NA,NA,NA,NA,NA,"1.11",0.48469387755102,"4.89",1.79591836734694,"2.25",1.1734693877551,NA,NA,"0.40",0.153061224489796,"0.97",0.204081632653061
450675,"14.3",1.78571428571429,"3.0",1.12244897959184,"3.0",1.63265306122449,"1.06",0.479591836734694,"3.37",1.49489795918367,"2.16",1.1530612244898,"133.24",22.0969387755102,"0.37",0.142857142857143,"1.01",0.168367346938776
450677,"13.4",2.14285714285714,"2.6",0.816326530612245,"4.4",2.19387755102041,"1.04",0.469387755102041,"4.90",1.48979591836735,"2.10",1.14285714285714,"130.84",21.9234693877551,"0.39",0.142857142857143,"0.90",0.163265306122449
450678,"14.5",1.98979591836735,"2.7",0.816326530612245,NA,NA,"1.11",0.489795918367347,"3.89",1.60204081632653,"2.20",1.16836734693878,NA,NA,"0.45",0.147959183673469,"1.06",0.193877551020408
450684,"13.7",1.88775510204082,NA,NA,NA,NA,"1.09",0.479591836734694,"4.38",1.48469387755102,"2.15",1.15816326530612,"130.79",23.2295918367347,"0.43",0.137755102040816,"0.97",0.178571428571429
450686,"17.2",1.83673469387755,"2.9",0.918367346938776,"6.0",1.42857142857143,"1.07",0.474489795918367,"3.01",1.11224489795918,"2.58",1.11734693877551,"151.54",20.5357142857143,"0.41",0.13265306122449,"1.12",0.163265306122449
450688,"15.2",2.29591836734694,NA,NA,NA,NA,"1.12",0.48469387755102,"4.45",1.71428571428571,NA,NA,NA,NA,"0.41",0.147959183673469,"1.05",0.193877551020408
450690,NA,NA,NA,NA,NA,NA,NA,NA,"4.01",1.77040816326531,"2.22",1.16836734693878,NA,NA,"0.38",0.153061224489796,"0.92",0.198979591836735
450694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"0.99",0.204081632653061
450697,"16.8",2.55102040816327,"3.4",1.27551020408163,NA,NA,"1.05",0.474489795918367,"3.32",1.61224489795918,"2.21",1.16836734693878,NA,NA,"0.36",0.147959183673469,"0.93",0.168367346938776
450698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.00",0.209183673469388
450702,"12.6",1.73469387755102,"3.4",0.86734693877551,"2.6",1.3265306122449,"1.09",0.443877551020408,"4.04",1.35714285714286,"2.13",1.14285714285714,"116.07",21.7908163265306,"0.42",0.142857142857143,"1.10",0.137755102040816
450709,NA,NA,"3.3",1.07142857142857,NA,NA,"1.10",0.489795918367347,"3.31",1.60714285714286,"2.20",1.16836734693878,NA,NA,"0.36",0.147959183673469,"0.83",0.183673469387755
450711,"12.2",1.83673469387755,"2.5",0.86734693877551,"3.2",1.1734693877551,"0.95",0.448979591836735,"3.67",1.45408163265306,"2.18",1.16326530612245,"131.35",21.8316326530612,"0.33",0.142857142857143,"0.92",0.158163265306122
450713,"13.0",1.88775510204082,"3.4",0.969387755102041,"2.8",1.27551020408163,"0.93",0.448979591836735,"2.56",1.21428571428571,"1.96",1.0969387755102,"140.76",21.0204081632653,"0.35",0.13265306122449,"0.74",0.13265306122449
450716,"14.5",2.6530612244898,NA,NA,NA,NA,NA,NA,"5.15",1.71938775510204,NA,NA,NA,NA,"0.38",0.147959183673469,"1.01",0.204081632653061
450718,"13.0",2.09183673469388,"2.6",0.86734693877551,"5.0",2.5,"1.02",0.464285714285714,"2.52",1.40816326530612,"2.15",1.14795918367347,"131.27",23.3061224489796,"0.33",0.147959183673469,"0.72",0.153061224489796
450723,"15.8",1.63265306122449,"2.4",0.76530612244898,"3.9",1.98979591836735,"1.07",0.479591836734694,"6.91",1.43367346938776,"2.16",1.15816326530612,"152.21",21.765306122449,"0.36",0.137755102040816,"1.06",0.163265306122449
450730,"15.0",2.70408163265306,"3.1",0.969387755102041,NA,NA,"1.10",0.479591836734694,"3.89",1.60714285714286,"2.21",1.1734693877551,NA,NA,"0.42",0.147959183673469,"1.06",0.178571428571429
450742,"15.4",2.14285714285714,NA,NA,NA,NA,NA,NA,"3.97",1.61734693877551,"2.19",1.15816326530612,NA,NA,"0.42",0.147959183673469,"0.97",0.198979591836735
450743,"15.9",2.3469387755102,"3.5",1.12244897959184,"2.8",1.58163265306122,"1.04",0.474489795918367,"3.20",1.45918367346939,"2.10",1.13775510204082,"151.95",21.6632653061225,"0.32",0.142857142857143,"0.77",0.158163265306122
450746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.00",0.209183673469388
450747,"15.0",2.29591836734694,"3.2",0.969387755102041,NA,NA,"1.11",0.489795918367347,"4.26",1.67857142857143,"2.23",1.1734693877551,NA,NA,"0.54",0.153061224489796,"1.03",0.193877551020408
450749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.00",0.209183673469388
450754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"0.99",0.209183673469388
450755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.00",0.204081632653061
450766,"13.7",1.88775510204082,"3.3",1.22448979591837,NA,NA,"0.96",0.454081632653061,"7.11",1.36224489795918,"2.08",1.13265306122449,"131.58",20.4897959183673,"0.36",0.153061224489796,"0.90",0.137755102040816
450771,"13.6",1.93877551020408,"2.6",0.510204081632653,"4.7",2.19387755102041,"1.03",0.464285714285714,"2.42",1.26530612244898,"2.13",1.14285714285714,"130.95",22.5510204081633,"0.32",0.137755102040816,"0.79",0.142857142857143
450774,NA,NA,"2.5",0.76530612244898,NA,NA,"1.11",0.489795918367347,"3.82",1.72448979591837,NA,NA,NA,NA,"0.40",0.153061224489796,"0.91",0.198979591836735
450775,"12.5",1.63265306122449,"3.2",1.12244897959184,"3.7",1.63265306122449,"1.24",0.474489795918367,"3.64",1.44387755102041,"2.09",1.13265306122449,"134.62",22.8418367346939,"0.36",0.137755102040816,"0.94",0.158163265306122
450779,"12.5",2.14285714285714,"2.0",0.357142857142857,NA,NA,"1.05",0.474489795918367,"2.55",1.20918367346939,"2.10",1.14285714285714,NA,NA,"0.34",0.147959183673469,"0.83",0.147959183673469
450780,NA,NA,"2.6",0.714285714285714,NA,NA,"1.11",0.489795918367347,"3.96",1.76020408163265,NA,NA,NA,NA,"0.40",0.153061224489796,"0.94",0.198979591836735
450788,"14.7",1.83673469387755,"3.0",0.714285714285715,"4.8",1.68367346938776,"1.34",0.454081632653061,"4.66",1.32142857142857,"2.09",1.13265306122449,"149.61",21.1887755102041,"0.37",0.137755102040816,"1.06",0.137755102040816
450797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.99",0.209183673469388
450801,"14.9",1.47959183673469,"3.2",0.714285714285714,"3.5",1.22448979591837,"0.97",0.459183673469388,"4.53",1.15816326530612,"1.99",1.10714285714286,"134.61",20.6683673469388,"0.32",0.13265306122449,"0.95",0.13265306122449
450803,NA,NA,NA,NA,NA,NA,"1.10",0.489795918367347,"4.10",1.79081632653061,NA,NA,NA,NA,"0.39",0.153061224489796,"1.05",0.178571428571429
450804,NA,NA,"2.5",0.408163265306122,NA,NA,"1.08",0.479591836734694,"2.48",1.39285714285714,NA,NA,NA,NA,"0.39",0.153061224489796,"0.72",0.168367346938776
450808,NA,NA,"2.6",1.07142857142857,NA,NA,"1.12",0.48469387755102,"4.04",1.78061224489796,NA,NA,NA,NA,"0.40",0.153061224489796,"0.92",0.198979591836735
450809,"13.0",2.09183673469388,"2.7",0.714285714285714,"2.8",1.63265306122449,"1.35",0.459183673469388,"3.06",1.24489795918367,"2.04",1.12755102040816,"151.52",21.5459183673469,"0.60",0.137755102040816,"0.83",0.13265306122449
450820,"14.0",1.53061224489796,"3.4",0.918367346938776,"3.0",1.3265306122449,"0.98",0.459183673469388,"4.30",1.27040816326531,"2.04",1.12244897959184,"115.90",19.2704081632653,"0.54",0.13265306122449,"1.04",0.137755102040816
450822,NA,NA,NA,NA,NA,NA,"1.11",0.48469387755102,"3.91",1.74489795918367,"2.24",1.1734693877551,NA,NA,"0.44",0.158163265306122,"1.05",0.193877551020408
450825,NA,NA,"2.0",0.561224489795918,NA,NA,"1.11",0.489795918367347,"3.86",1.73469387755102,NA,NA,NA,NA,"0.40",0.153061224489796,"1.02",0.198979591836735
450827,NA,NA,"2.7",0.816326530612245,NA,NA,"1.10",0.48469387755102,"3.27",1.60204081632653,NA,NA,NA,NA,"0.39",0.153061224489796,"0.83",0.178571428571429
450828,NA,NA,NA,NA,NA,NA,"1.11",0.48469387755102,"3.89",1.74489795918367,"2.19",1.16326530612245,NA,NA,"0.44",0.147959183673469,"0.89",0.188775510204082
450831,NA,NA,NA,NA,NA,NA,"1.12",0.489795918367347,"4.30",1.83163265306122,NA,NA,NA,NA,"0.40",0.153061224489796,"0.99",0.204081632653061
450833,NA,NA,NA,NA,NA,NA,NA,NA,"4.92",1.80612244897959,NA,NA,NA,NA,"0.39",0.153061224489796,"1.01",0.204081632653061
450834,NA,NA,"3.4",1.1734693877551,NA,NA,"1.12",0.48469387755102,"6.89",1.76530612244898,NA,NA,NA,NA,"0.40",0.153061224489796,"1.06",0.198979591836735
450840,NA,NA,"2.7",1.02040816326531,NA,NA,"1.11",0.48469387755102,"4.44",1.71428571428571,"2.23",1.1734693877551,NA,NA,"0.38",0.153061224489796,"0.92",0.188775510204082
450844,"12.8",1.73469387755102,"3.1",1.02040816326531,"5.1",1.53061224489796,"1.06",0.474489795918367,"4.41",1.41326530612245,"2.16",1.15816326530612,"139.95",22.3724489795918,"0.32",0.142857142857143,"0.83",0.168367346938776
450845,NA,NA,"3.7",0.918367346938775,NA,NA,"1.11",0.489795918367347,"3.73",1.70918367346939,NA,NA,NA,NA,"0.40",0.153061224489796,"0.90",0.198979591836735
450847,"13.6",1.78571428571429,"2.9",0.816326530612245,NA,NA,"1.30",0.48469387755102,"2.80",1.47448979591837,"2.15",1.14795918367347,"131.80",22.6428571428571,"0.39",0.147959183673469,"1.00",0.173469387755102
450848,"13.4",2.24489795918367,"2.5",0.816326530612245,NA,NA,"1.32",0.48469387755102,"3.35",1.62244897959184,"2.19",1.16326530612245,NA,NA,"0.37",0.153061224489796,"1.05",0.178571428571429
450851,NA,NA,NA,NA,NA,NA,"0.85",0.428571428571429,"3.78",1.47448979591837,NA,NA,"151.61",23.3163265306122,"0.46",0.142857142857143,"0.83",0.173469387755102
450853,NA,NA,"2.4",0.561224489795918,NA,NA,"1.10",0.479591836734694,"5.06",1.51530612244898,NA,NA,NA,NA,"0.39",0.153061224489796,"0.85",0.173469387755102
450855,NA,NA,"2.5",0.816326530612245,"3.8",1.53061224489796,"1.04",0.474489795918367,"4.63",1.53061224489796,"2.84",1.17857142857143,NA,NA,"0.41",0.147959183673469,"0.86",0.183673469387755
450856,NA,NA,"2.9",0.969387755102041,NA,NA,"1.11",0.48469387755102,"3.57",1.66836734693878,NA,NA,NA,NA,"0.39",0.153061224489796,"0.84",0.183673469387755
450860,NA,NA,"3.1",1.07142857142857,NA,NA,"1.12",0.48469387755102,"4.09",1.79081632653061,NA,NA,NA,NA,"0.40",0.153061224489796,"0.96",0.204081632653061
