"complications.hospitals","MORT_30_STK","MORT_30_STK_Standard.Error","COMP_HIP_KNEE","COMP_HIP_KNEE_Standard.Error","MORT_30_CABG","MORT_30_CABG_Standard.Error","PSI_10_POST_KIDNEY","PSI_10_POST_KIDNEY_Standard.Error","PSI_12_POSTOP_PULMEMB_DVT","PSI_12_POSTOP_PULMEMB_DVT_Standard.Error","PSI_14_POSTOP_DEHIS","PSI_14_POSTOP_DEHIS_Standard.Error","PSI_4_SURG_COMP","PSI_4_SURG_COMP_Standard.Error","PSI_6_IAT_PTX","PSI_6_IAT_PTX_Standard.Error","PSI_90_SAFETY","PSI_90_SAFETY_Standard.Error"
110031,"14.8",1.98979591836735,"3.2",1.12244897959184,NA,NA,NA,NA,"3.70",1.56632653061224,"2.16",1.15816326530612,NA,NA,"0.39",0.142857142857143,"0.95",0.198979591836735
110032,"14.8",2.29591836734694,"3.0",1.1734693877551,NA,NA,NA,NA,"5.25",1.73469387755102,"2.24",1.1734693877551,NA,NA,"0.43",0.153061224489796,"1.02",0.204081632653061
110034,"18.3",2.04081632653061,"3.2",1.12244897959184,"4.2",1.53061224489796,"1.11",0.448979591836735,"7.58",1.17857142857143,"1.99",1.11224489795918,"138.33",17.3061224489796,"0.46",0.137755102040816,"1.25",0.122448979591837
110035,"16.1",1.1734693877551,"2.6",0.459183673469388,"2.3",0.918367346938775,"1.23",0.387755102040816,"4.42",0.862244897959184,"1.86",1.0765306122449,"138.59",15.4336734693878,"0.36",0.11734693877551,"1.05",0.102040816326531
110036,"15.6",1.47959183673469,"2.4",0.561224489795918,"5.4",2.19387755102041,"0.99",0.418367346938776,"7.33",1.01530612244898,"1.87",1.0765306122449,"154.05",17.4234693877551,"0.33",0.13265306122449,"1.49",0.112244897959184
110038,"13.3",1.83673469387755,"3.0",0.86734693877551,NA,NA,"1.35",0.454081632653061,"3.51",1.33163265306122,"2.08",1.13265306122449,"143.77",21.8061224489796,"0.33",0.142857142857143,"0.99",0.137755102040816
110039,NA,NA,"3.2",0.918367346938775,NA,NA,"1.31",0.48469387755102,"3.61",1.68367346938776,"2.21",1.16836734693878,NA,NA,"0.38",0.153061224489796,"0.98",0.183673469387755
110040,NA,NA,NA,NA,NA,NA,NA,NA,"4.97",1.81122448979592,NA,NA,NA,NA,"0.39",0.158163265306122,"0.99",0.204081632653061
110041,"15.3",2.5,"2.8",0.969387755102041,NA,NA,"1.11",0.48469387755102,"3.75",1.71428571428571,"2.20",1.16326530612245,NA,NA,"0.50",0.153061224489796,"1.28",0.193877551020408
110042,NA,NA,"2.8",1.02040816326531,NA,NA,"1.11",0.489795918367347,"4.39",1.70408163265306,"2.20",1.16326530612245,NA,NA,"0.43",0.153061224489796,"0.99",0.188775510204082
110043,"15.6",1.68367346938775,"2.0",0.357142857142857,"2.8",1.07142857142857,"1.25",0.438775510204082,"5.78",1.12755102040816,"2.73",1.1530612244898,"162.20",18.530612244898,"0.63",0.137755102040816,"1.02",0.13265306122449
110044,"14.9",2.3469387755102,"4.1",1.3265306122449,NA,NA,"1.11",0.489795918367347,"3.88",1.73979591836735,"2.23",1.17857142857143,NA,NA,"0.38",0.153061224489796,"1.01",0.193877551020408
110045,NA,NA,NA,NA,NA,NA,"1.12",0.48469387755102,"4.16",1.80102040816327,NA,NA,NA,NA,"0.39",0.153061224489796,"0.96",0.204081632653061
110046,"13.0",2.44897959183674,"2.6",1.07142857142857,NA,NA,"1.10",0.48469387755102,"6.27",1.68367346938776,"2.22",1.16836734693878,NA,NA,"0.38",0.153061224489796,"1.05",0.183673469387755
110050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"1.00",0.209183673469388
110051,"15.2",2.3469387755102,"3.4",1.12244897959184,NA,NA,"1.11",0.489795918367347,"3.91",1.74489795918367,NA,NA,NA,NA,"0.38",0.158163265306122,"0.92",0.198979591836735
110054,"17.3",1.93877551020408,"2.9",0.76530612244898,NA,NA,"1.23",0.469387755102041,"4.06",1.29591836734694,"2.03",1.11734693877551,"138.11",22.8979591836735,"0.32",0.142857142857143,"0.84",0.142857142857143
110064,"17.4",2.04081632653061,NA,NA,NA,NA,"0.93",0.443877551020408,"5.12",1.44897959183673,"2.16",1.15816326530612,"147.39",17.9030612244898,"0.39",0.142857142857143,"1.22",0.127551020408163
110069,"13.9",2.04081632653061,"3.9",0.969387755102041,NA,NA,NA,NA,"3.37",1.39285714285714,"2.68",1.13775510204082,"137.47",22.030612244898,"0.35",0.137755102040816,"0.91",0.193877551020408
110071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"0.99",0.209183673469388
110073,NA,NA,NA,NA,NA,NA,NA,NA,"4.28",1.83163265306122,NA,NA,NA,NA,"0.39",0.158163265306122,"0.98",0.209183673469388
110074,"15.8",1.58163265306122,"3.2",0.918367346938775,"3.5",1.1734693877551,"0.97",0.418367346938776,"5.75",1.12755102040816,"2.51",1.10714285714286,"124.92",20.4234693877551,"0.49",0.127551020408163,"0.93",0.127551020408163
110075,"12.8",2.09183673469388,"3.3",1.02040816326531,NA,NA,"1.04",0.469387755102041,"4.22",1.55612244897959,"2.20",1.16326530612245,"130.74",24.3010204081633,"0.34",0.147959183673469,"0.91",0.163265306122449
110076,"14.0",1.78571428571429,"2.6",0.714285714285714,NA,NA,"1.02",0.464285714285714,"4.50",1.30102040816327,"2.07",1.13265306122449,"140.35",20.3724489795918,"0.65",0.137755102040816,"0.94",0.137755102040816
110078,"12.8",1.98979591836735,"3.2",0.86734693877551,"2.0",0.663265306122449,"1.08",0.38265306122449,"7.65",1.00510204081633,"2.05",1.12244897959184,"127.78",17.3112244897959,"0.40",0.13265306122449,"1.31",0.112244897959184
110079,"20.4",1.63265306122449,NA,NA,NA,NA,"1.09",0.479591836734694,"4.66",1.32142857142857,"2.08",1.13775510204082,"142.52",16.8673469387755,"0.66",0.137755102040816,"1.26",0.158163265306122
110082,"13.0",1.47959183673469,"1.6",0.357142857142857,"2.1",0.714285714285714,"0.82",0.38265306122449,"3.75",1.02551020408163,"1.92",1.08673469387755,"127.69",20.0204081632653,"0.44",0.13265306122449,"0.65",0.11734693877551
110083,"12.2",1.68367346938776,"3.1",0.612244897959184,"2.0",0.663265306122449,"1.31",0.362244897959184,"6.11",0.872448979591837,"1.74",1.03571428571429,"110.85",16.5561224489796,"0.84",0.11734693877551,"1.41",0.0969387755102042
110086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"0.95",0.204081632653061
110087,"13.7",1.53061224489796,"2.6",0.561224489795918,"2.6",1.12244897959184,NA,NA,"5.24",1.0765306122449,"2.49",1.0969387755102,"130.56",19.2040816326531,"0.47",0.127551020408163,"1.00",0.183673469387755
110089,"15.9",3.16326530612245,"3.2",1.12244897959184,NA,NA,"1.28",0.474489795918367,"3.96",1.61734693877551,"2.20",1.16836734693878,NA,NA,"0.36",0.153061224489796,"0.94",0.173469387755102
110091,"14.4",2.09183673469388,"3.3",1.07142857142857,NA,NA,"1.08",0.479591836734694,"5.53",1.58163265306122,"2.18",1.16326530612245,NA,NA,"0.35",0.147959183673469,"1.06",0.168367346938775
110092,"15.9",2.44897959183673,NA,NA,NA,NA,NA,NA,"4.15",1.80102040816327,NA,NA,NA,NA,"0.39",0.153061224489796,"0.98",0.209183673469388
110095,"16.2",2.19387755102041,"3.9",0.918367346938776,NA,NA,"1.09",0.48469387755102,"5.86",1.41836734693878,"2.12",1.14285714285714,"147.34",21.4744897959184,"0.34",0.142857142857143,"1.15",0.168367346938776
110100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"0.99",0.209183673469388
110101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.00",0.209183673469388
110104,"13.5",2.5,NA,NA,NA,NA,"1.10",0.489795918367347,"4.74",1.77040816326531,NA,NA,NA,NA,"0.38",0.153061224489796,"1.01",0.193877551020408
110105,"16.4",2.70408163265306,"3.0",1.02040816326531,NA,NA,"1.11",0.489795918367347,"4.19",1.66836734693878,"2.76",1.1530612244898,"139.22",23.5612244897959,"0.43",0.147959183673469,"1.02",0.193877551020408
110107,"17.7",1.47959183673469,"2.8",0.612244897959184,"3.5",1.1734693877551,"1.36",0.408163265306122,"4.42",1.01530612244898,"2.51",1.10204081632653,"134.46",16.9897959183673,"0.29",0.112244897959184,"1.02",0.11734693877551
110109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"0.99",0.209183673469388
110111,NA,NA,"3.7",1.3265306122449,NA,NA,"1.11",0.489795918367347,"4.13",1.79591836734694,NA,NA,NA,NA,"0.39",0.158163265306122,"0.96",0.198979591836735
110113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.00",0.209183673469388
110115,"19.4",2.29591836734694,"3.1",0.969387755102041,NA,NA,NA,NA,"4.17",1.44897959183673,"2.75",1.15816326530612,"121.06",22.2908163265306,"0.41",0.142857142857143,"0.98",0.193877551020408
110121,NA,NA,NA,NA,NA,NA,NA,NA,"4.95",1.81122448979592,NA,NA,NA,NA,"0.39",0.158163265306122,"1.14",0.198979591836735
110122,"13.9",1.88775510204082,"2.9",0.714285714285714,"2.3",1.1734693877551,"0.98",0.459183673469388,"4.04",1.29081632653061,"2.07",1.12755102040816,"153.74",22.8112244897959,"0.30",0.137755102040816,"0.83",0.147959183673469
110124,"16.2",2.90816326530612,"3.1",1.07142857142857,NA,NA,NA,NA,"4.65",1.75510204081633,NA,NA,NA,NA,"0.38",0.153061224489796,"1.00",0.198979591836735
110125,"13.2",2.14285714285714,"2.3",0.76530612244898,NA,NA,"1.30",0.48469387755102,"4.11",1.6530612244898,"2.23",1.1734693877551,"143.68",24.0969387755102,"0.41",0.147959183673469,"1.06",0.188775510204082
110128,"13.2",2.5,"3.2",1.12244897959184,NA,NA,"1.09",0.479591836734694,"4.62",1.62755102040816,"2.71",1.14795918367347,"141.72",22.9897959183673,"0.43",0.147959183673469,"1.23",0.178571428571429
110129,"15.6",1.63265306122449,"2.7",0.76530612244898,"6.1",2.09183673469388,"1.09",0.443877551020408,"5.04",1.14795918367347,"1.93",1.09183673469388,"130.50",19.5051020408163,"0.46",0.13265306122449,"0.83",0.122448979591837
110130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.00",0.209183673469388
110132,"16.3",2.55102040816327,"3.1",1.22448979591837,NA,NA,"1.12",0.48469387755102,"4.21",1.81632653061224,NA,NA,NA,NA,"0.39",0.153061224489796,"0.97",0.204081632653061
110135,NA,NA,"3.2",1.22448979591837,NA,NA,NA,NA,"4.69",1.76530612244898,NA,NA,NA,NA,"0.45",0.153061224489796,"1.01",0.204081632653061
110142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"0.99",0.209183673469388
110143,"12.8",1.68367346938776,"3.3",0.86734693877551,NA,NA,"1.16",0.454081632653061,"4.84",1.24489795918367,"2.07",1.12755102040816,"139.64",22.2244897959184,"0.43",0.13265306122449,"0.95",0.127551020408163
110146,NA,NA,"3.2",1.1734693877551,NA,NA,"1.11",0.489795918367347,"4.03",1.77551020408163,"2.23",1.17857142857143,NA,NA,"0.39",0.158163265306122,"1.01",0.204081632653061
110150,"13.8",2.75510204081633,"3.0",1.27551020408163,NA,NA,"1.11",0.489795918367347,"3.85",1.73469387755102,"2.83",1.16836734693878,NA,NA,"0.38",0.153061224489796,"0.98",0.193877551020408
110153,NA,NA,"2.8",1.02040816326531,NA,NA,NA,NA,"4.08",1.78571428571429,NA,NA,NA,NA,"0.39",0.153061224489796,"0.97",0.204081632653061
110161,"14.3",2.14285714285714,"2.7",0.816326530612245,NA,NA,"1.18",0.459183673469388,"6.14",1.26530612244898,"2.04",1.12244897959184,"144.04",21.1326530612245,"0.38",0.142857142857143,"1.02",0.13265306122449
110164,"15.1",2.14285714285714,NA,NA,"5.3",1.78571428571429,"1.35",0.459183673469388,"3.50",1.41836734693878,"2.05",1.12755102040816,"163.15",20.9336734693878,"0.30",0.137755102040816,"1.00",0.142857142857143
110165,"14.5",1.98979591836735,"2.6",0.918367346938776,NA,NA,"1.06",0.479591836734694,"3.68",1.56122448979592,"2.19",1.16326530612245,NA,NA,"0.40",0.147959183673469,"1.24",0.173469387755102
110168,"15.5",1.78571428571429,"4.1",0.918367346938776,"4.6",1.27551020408163,"1.30",0.418367346938776,"3.39",1.23979591836735,"2.06",1.13265306122449,"167.85",21.4234693877551,"0.40",0.137755102040816,"0.75",0.13265306122449
110177,"14.5",1.93877551020408,"3.3",0.76530612244898,NA,NA,"1.01",0.464285714285714,"4.20",1.25510204081633,"2.15",1.15816326530612,"141.59",19.5510204081633,"0.37",0.137755102040816,"0.71",0.11734693877551
110184,"11.8",2.19387755102041,"2.4",0.816326530612245,NA,NA,"1.10",0.489795918367347,"5.79",1.61734693877551,"2.18",1.16326530612245,NA,NA,"0.36",0.147959183673469,"0.93",0.183673469387755
110187,NA,NA,"3.3",1.1734693877551,NA,NA,"1.12",0.48469387755102,"4.07",1.78571428571429,NA,NA,NA,NA,"0.39",0.158163265306122,"0.95",0.204081632653061
110189,NA,NA,NA,NA,NA,NA,NA,NA,"4.08",1.78571428571429,"2.22",1.1734693877551,NA,NA,"0.39",0.153061224489796,"0.98",0.204081632653061
110190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.00",0.209183673469388
110191,"15.2",2.04081632653061,"2.5",0.663265306122449,NA,NA,"1.06",0.479591836734694,"3.33",1.38265306122449,"2.09",1.13265306122449,"124.15",21.2602040816326,"0.42",0.142857142857143,"1.08",0.153061224489796
110192,"14.2",1.73469387755102,"2.6",0.714285714285714,NA,NA,"1.09",0.479591836734694,"4.37",1.48979591836735,"2.16",1.1530612244898,"136.33",23.8775510204082,"0.34",0.142857142857143,"0.92",0.168367346938776
110194,NA,NA,NA,NA,NA,NA,NA,NA,"4.29",1.8265306122449,NA,NA,NA,NA,"0.39",0.158163265306122,"0.99",0.209183673469388
110198,"16.7",2.09183673469388,"3.1",0.918367346938776,NA,NA,NA,NA,"3.74",1.5765306122449,"2.22",1.16836734693878,"147.78",22.8418367346939,"0.42",0.153061224489796,"1.02",0.198979591836735
110200,NA,NA,"3.3",0.816326530612245,NA,NA,"1.09",0.479591836734694,"2.90",1.50510204081633,NA,NA,NA,NA,"0.44",0.153061224489796,"0.82",0.163265306122449
110201,NA,NA,"2.1",0.663265306122449,NA,NA,"1.10",0.489795918367347,"3.19",1.5765306122449,NA,NA,NA,NA,"0.38",0.153061224489796,"0.96",0.178571428571429
110209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.36",0.147959183673469,"0.99",0.204081632653061
110215,"13.5",1.83673469387755,"3.4",0.76530612244898,NA,NA,"1.25",0.474489795918367,"4.97",1.31122448979592,"2.56",1.11224489795918,"114.63",21.015306122449,"0.42",0.137755102040816,"1.02",0.147959183673469
110225,"13.3",2.09183673469388,"2.1",0.714285714285714,NA,NA,"1.10",0.48469387755102,"4.16",1.65816326530612,"2.20",1.16326530612245,NA,NA,"0.54",0.153061224489796,"1.06",0.188775510204082
110226,"14.3",2.80612244897959,NA,NA,NA,NA,NA,NA,"5.44",1.76530612244898,"2.22",1.16836734693878,NA,NA,"0.49",0.153061224489796,"1.06",0.193877551020408
110229,"12.4",1.88775510204082,"2.6",0.765306122448979,NA,NA,"1.08",0.48469387755102,"3.81",1.47959183673469,"2.17",1.15816326530612,"120.56",23.3367346938776,"0.35",0.142857142857143,"1.04",0.168367346938776
110230,"11.6",1.73469387755102,"3.7",1.27551020408163,NA,NA,"1.29",0.479591836734694,"3.22",1.58673469387755,"2.20",1.16326530612245,NA,NA,"0.36",0.147959183673469,"0.78",0.173469387755102
110233,NA,NA,NA,NA,NA,NA,"1.09",0.48469387755102,"4.60",1.74489795918367,"2.24",1.1734693877551,NA,NA,"0.39",0.153061224489796,"1.04",0.178571428571429
110234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.00",0.209183673469388
111300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111323,NA,NA,"2.0",0.561224489795918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111327,NA,NA,"2.8",1.07142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111329,NA,NA,"2.6",1.02040816326531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120001,"14.5",1.53061224489796,"2.8",0.714285714285715,"1.9",0.969387755102041,"0.80",0.413265306122449,"4.87",1.03571428571429,"1.92",1.08673469387755,"143.69",19.5663265306122,"0.36",0.127551020408163,"0.86",0.11734693877551
120002,"16.8",2.85714285714286,NA,NA,"2.8",1.83673469387755,"1.09",0.48469387755102,"3.23",1.59183673469388,"2.16",1.1530612244898,NA,NA,"0.47",0.147959183673469,"0.92",0.183673469387755
120004,"15.7",2.5,NA,NA,NA,NA,NA,NA,"4.17",1.80612244897959,NA,NA,NA,NA,"0.39",0.153061224489796,"0.98",0.204081632653061
120005,"15.5",2.39795918367347,"3.3",1.22448979591837,NA,NA,"1.12",0.48469387755102,"4.00",1.62755102040816,"2.18",1.16326530612245,NA,NA,"0.41",0.147959183673469,"0.94",0.193877551020408
120006,"14.1",1.88775510204082,"3.4",1.02040816326531,NA,NA,"1.10",0.48469387755102,"4.45",1.60204081632653,"2.21",1.1734693877551,NA,NA,"0.36",0.147959183673469,"0.99",0.188775510204082
120007,"13.4",1.78571428571428,"2.6",0.816326530612245,NA,NA,"1.30",0.479591836734694,"3.03",1.53571428571429,"2.17",1.15816326530612,NA,NA,"0.40",0.147959183673469,"0.98",0.173469387755102
120011,"14.6",2.70408163265306,NA,NA,NA,NA,"1.08",0.48469387755102,"4.41",1.70408163265306,"2.23",1.1734693877551,NA,NA,"0.39",0.153061224489796,"0.99",0.183673469387755
120014,"14.1",2.3469387755102,"3.0",1.1734693877551,NA,NA,"1.11",0.489795918367347,"4.36",1.69897959183673,"2.21",1.1734693877551,NA,NA,"0.38",0.153061224489796,"1.03",0.193877551020408
120019,"15.3",2.80612244897959,NA,NA,NA,NA,NA,NA,"4.03",1.77551020408163,NA,NA,NA,NA,"0.39",0.153061224489796,"0.95",0.204081632653061
120022,"13.1",2.04081632653061,"2.4",0.612244897959184,"3.0",1.47959183673469,"1.02",0.464285714285714,"4.40",1.41326530612245,"2.14",1.14795918367347,"127.55",21.515306122449,"0.48",0.142857142857143,"0.91",0.168367346938776
120026,"12.9",1.68367346938775,NA,NA,NA,NA,"1.27",0.479591836734694,"3.48",1.52040816326531,"2.73",1.14795918367347,"153.06",23.0459183673469,"0.34",0.147959183673469,"1.03",0.168367346938776
120028,"15.9",2.85714285714286,"3.1",1.1734693877551,NA,NA,"1.12",0.48469387755102,"4.04",1.77551020408163,NA,NA,NA,NA,"0.39",0.158163265306122,"1.02",0.204081632653061
121300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130002,"15.0",1.93877551020408,"2.4",0.663265306122449,NA,NA,"1.01",0.464285714285714,"3.14",1.34183673469388,"2.06",1.13265306122449,"140.60",21.8724489795918,"0.41",0.137755102040816,"0.86",0.142857142857143
130003,"14.4",2.14285714285714,"2.9",0.76530612244898,NA,NA,"1.06",0.479591836734694,"4.54",1.43367346938775,"2.10",1.13775510204082,"160.61",22.0255102040816,"0.41",0.147959183673469,"0.86",0.158163265306122
130006,"13.9",1.63265306122449,"2.0",0.408163265306122,"2.7",1.42857142857143,"1.27",0.413265306122449,"4.39",1.01020408163265,"1.79",1.05102040816327,"139.83",18.280612244898,"0.30",0.127551020408163,"0.79",0.107142857142857
130007,"15.8",1.78571428571429,"3.1",0.561224489795918,"2.5",1.22448979591837,"1.76",0.438775510204082,"4.53",1.12244897959184,"2.54",1.11224489795918,"130.11",19.1173469387755,"0.40",0.13265306122449,"1.04",0.122448979591837
130013,"13.5",2.5,"2.3",0.816326530612245,NA,NA,"1.10",0.489795918367347,"3.97",1.62244897959184,"2.17",1.1530612244898,NA,NA,"0.37",0.153061224489796,"1.12",0.183673469387755
130014,"14.4",2.29591836734694,"2.7",0.86734693877551,NA,NA,"1.09",0.48469387755102,"3.82",1.58673469387755,"2.21",1.16836734693878,NA,NA,"0.43",0.147959183673469,"0.99",0.168367346938776
130018,"17.6",2.14285714285714,"2.8",0.86734693877551,"3.2",1.47959183673469,"1.34",0.454081632653061,"3.28",1.28571428571429,"2.00",1.11224489795918,"160.38",21.0051020408163,"0.46",0.142857142857143,"0.90",0.142857142857143
130025,NA,NA,"2.7",0.918367346938775,NA,NA,"1.10",0.489795918367347,"3.77",1.71938775510204,"2.23",1.17857142857143,NA,NA,"0.39",0.153061224489796,"0.80",0.178571428571429
130028,"15.0",2.3469387755102,"3.0",0.663265306122449,"3.8",2.29591836734694,"1.00",0.459183673469388,"4.14",1.36734693877551,"2.16",1.15816326530612,"144.98",23.1632653061225,"0.34",0.142857142857143,"1.00",0.147959183673469
130049,"15.8",1.88775510204082,"2.0",0.510204081632653,"2.2",1.12244897959184,"1.17",0.459183673469388,"2.52",1.20408163265306,"3.09",1.11224489795918,"134.76",21.2397959183673,"0.34",0.13265306122449,"0.88",0.147959183673469
130063,NA,NA,NA,NA,NA,NA,"1.12",0.489795918367347,"4.21",1.81632653061224,NA,NA,NA,NA,"0.40",0.153061224489796,"0.97",0.204081632653061
130065,NA,NA,"3.1",0.765306122448979,NA,NA,"1.10",0.48469387755102,"3.40",1.62755102040816,NA,NA,NA,NA,"0.39",0.158163265306122,"0.83",0.183673469387755
130066,NA,NA,"3.0",0.918367346938775,NA,NA,"1.10",0.48469387755102,"4.10",1.64795918367347,NA,NA,NA,NA,"0.39",0.158163265306122,"0.85",0.183673469387755
130067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.00",0.209183673469388
131302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131305,NA,NA,"3.3",1.07142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131307,NA,NA,"2.4",0.969387755102041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131312,NA,NA,"2.7",0.969387755102041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131316,NA,NA,"2.8",1.07142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131319,NA,NA,"2.6",0.969387755102041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
